x,y,gz_obs
-1296.6101694915255,589.7435897435898,0.005071937230237158
-1296.6101694915255,641.0256410256411,0.005894166462144498
-1296.6101694915255,692.3076923076924,0.007012927444741673
-1296.6101694915255,743.5897435897436,0.008148505018360114
-1296.6101694915255,794.8717948717949,0.008400402542346077
-1296.6101694915255,846.1538461538462,0.007907330296467095
-1296.6101694915255,897.4358974358975,0.007540994136219019
-1296.6101694915255,948.7179487179487,0.006265789460531516
-1296.6101694915255,1000.0,0.0033138297188927157
-1245.7627118644068,-1000.0,0.003663629383258505
-1245.7627118644068,-948.7179487179487,0.006448514654591325
-1245.7627118644068,-897.4358974358975,0.007831912053867367
-1245.7627118644068,-846.1538461538462,0.008359831798961836
-1245.7627118644068,-794.8717948717949,0.007886832462197587
-1245.7627118644068,-743.5897435897436,0.007201027765805757
-1245.7627118644068,-692.3076923076923,0.006202783408885479
-1245.7627118644068,-641.025641025641,0.00530754152878228
-1245.7627118644068,-589.7435897435897,0.004579980959123356
-1245.7627118644068,-538.4615384615385,0.0045904295804092285
-1245.7627118644068,-487.1794871794872,0.0033769966433419055
-1245.7627118644068,-435.8974358974359,0.0030312626489726793
-1245.7627118644068,-384.6153846153845,0.002592294712983156
-1245.7627118644068,-333.33333333333326,0.002161785239715232
-1245.7627118644068,-282.051282051282,0.0016358375595258879
-1245.7627118644068,-230.76923076923072,0.0015667221904417383
-1245.7627118644068,-179.48717948717945,0.0010315520183203622
-1245.7627118644068,-128.20512820512818,0.0009695067667994975
-1245.7627118644068,-76.9230769230769,0.0008111550050604377
-1245.7627118644068,-25.641025641025635,0.0008725227207203026
-1245.7627118644068,25.641025641025635,0.0013190796061777598
-1245.7627118644068,76.9230769230769,0.0005347746761079247
-1245.7627118644068,128.20512820512818,0.0011541225262223967
-1245.7627118644068,179.48717948717945,0.0008635738869899399
-1245.7627118644068,230.76923076923094,0.0013205419731852099
-1245.7627118644068,282.0512820512822,0.001916681527847441
-1245.7627118644068,333.3333333333335,0.002044362993273168
-1245.7627118644068,384.61538461538476,0.0021859454046986382
-1245.7627118644068,435.897435897436,0.00266108877908457
-1245.7627118644068,487.1794871794873,0.0033987380909902146
-1245.7627118644068,538.4615384615386,0.0036738099559348574
-1245.7627118644068,589.7435897435898,0.0045202631397785005
-1245.7627118644068,641.0256410256411,0.005213898706580595
-1245.7627118644068,692.3076923076924,0.005969456285922557
-1245.7627118644068,743.5897435897436,0.007817381591653837
-1245.7627118644068,794.8717948717949,0.008289150140252602
-1245.7627118644068,846.1538461538462,0.007744042871223381
-1245.7627118644068,897.4358974358975,0.007652592668186181
-1245.7627118644068,948.7179487179487,0.006204000456364002
-1245.7627118644068,1000.0,0.003762558578148095
