X(m),Y(m),GravityAnomaly(mGal)
2.068965517241379530e+03,2.586206896551724185e+03,-8.097267492906448538e+00
2.068965517241379530e+03,2.758620689655172555e+03,-8.042395008364271902e+00
2.068965517241379530e+03,2.931034482758620925e+03,-7.984628749731251141e+00
2.068965517241379530e+03,3.103448275862069295e+03,-7.924188583674683706e+00
2.068965517241379530e+03,3.275862068965517210e+03,-7.767591527199580348e+00
2.068965517241379530e+03,3.448275862068965580e+03,-7.659680318001410804e+00
2.068965517241379530e+03,3.620689655172413950e+03,-7.361633371485472921e+00
2.068965517241379530e+03,3.793103448275862320e+03,-7.044340795099684804e+00
2.068965517241379530e+03,3.965517241379310690e+03,-6.560245048122441247e+00
2.068965517241379530e+03,4.137931034482759060e+03,-5.900558050727317649e+00
2.068965517241379530e+03,4.310344827586207430e+03,-5.123422550420945853e+00
2.068965517241379530e+03,4.482758620689655800e+03,-4.167725062009478343e+00
2.068965517241379530e+03,4.655172413793103260e+03,-2.851402797323989269e+00
2.068965517241379530e+03,4.827586206896551630e+03,-1.313456167553064491e+00
2.068965517241379530e+03,5.000000000000000000e+03,-1.091553512211089760e-01
2.241379310344827900e+03,0.000000000000000000e+00,-2.691377607396422400e-01
2.241379310344827900e+03,1.724137931034482847e+02,-1.651616775647705815e+00
2.241379310344827900e+03,3.448275862068965694e+02,-3.202247125859682075e+00
2.241379310344827900e+03,5.172413793103448825e+02,-4.346782782985166627e+00
2.241379310344827900e+03,6.896551724137931387e+02,-5.343326698718071199e+00
2.241379310344827900e+03,8.620689655172413950e+02,-6.098718084714073839e+00
2.241379310344827900e+03,1.034482758620689765e+03,-6.773173384934983332e+00
2.241379310344827900e+03,1.206896551724137908e+03,-7.131967276400281719e+00
2.241379310344827900e+03,1.379310344827586277e+03,-7.397434755548748520e+00
2.241379310344827900e+03,1.551724137931034647e+03,-7.699160037141323798e+00
2.241379310344827900e+03,1.724137931034482790e+03,-7.850745114188357299e+00
2.241379310344827900e+03,1.896551724137931160e+03,-7.932076705380511683e+00
2.241379310344827900e+03,2.068965517241379530e+03,-7.999556946949289760e+00
2.241379310344827900e+03,2.241379310344827900e+03,-8.019934833795845819e+00
2.241379310344827900e+03,2.413793103448275815e+03,-8.044796686983378464e+00
2.241379310344827900e+03,2.586206896551724185e+03,-8.091106957565825653e+00
2.241379310344827900e+03,2.758620689655172555e+03,-8.057217583263454941e+00
2.241379310344827900e+03,2.931034482758620925e+03,-8.003450908127039298e+00
2.241379310344827900e+03,3.103448275862069295e+03,-7.937726265974373696e+00
2.241379310344827900e+03,3.275862068965517210e+03,-7.903707038932296314e+00
2.241379310344827900e+03,3.448275862068965580e+03,-7.752002666902638950e+00
2.241379310344827900e+03,3.620689655172413950e+03,-7.495312095929287821e+00
2.241379310344827900e+03,3.793103448275862320e+03,-7.199388135112650744e+00
2.241379310344827900e+03,3.965517241379310690e+03,-6.642542573977158860e+00
2.241379310344827900e+03,4.137931034482759060e+03,-6.120188733270098602e+00
2.241379310344827900e+03,4.310344827586207430e+03,-5.295782080433472316e+00
2.241379310344827900e+03,4.482758620689655800e+03,-4.300814757439089142e+00
2.241379310344827900e+03,4.655172413793103260e+03,-3.230853375397353400e+00
2.241379310344827900e+03,4.827586206896551630e+03,-1.601012650891615818e+00
2.241379310344827900e+03,5.000000000000000000e+03,-2.604773139384932712e-01
2.413793103448275815e+03,0.000000000000000000e+00,-4.444190697448203164e-01
2.413793103448275815e+03,1.724137931034482847e+02,-1.722631872543324505e+00
2.413793103448275815e+03,3.448275862068965694e+02,-3.229061939084551636e+00
2.413793103448275815e+03,5.172413793103448825e+02,-4.385118663036213782e+00
2.413793103448275815e+03,6.896551724137931387e+02,-5.352079155755757434e+00
2.413793103448275815e+03,8.620689655172413950e+02,-6.119301853846811134e+00
2.413793103448275815e+03,1.034482758620689765e+03,-6.718607038611377646e+00
2.413793103448275815e+03,1.206896551724137908e+03,-7.127627398650161261e+00
2.413793103448275815e+03,1.379310344827586277e+03,-7.494822675641753307e+00
2.413793103448275815e+03,1.551724137931034647e+03,-7.793043619921126819e+00
2.413793103448275815e+03,1.724137931034482790e+03,-7.874498425237080212e+00
2.413793103448275815e+03,1.896551724137931160e+03,-7.988220286466519049e+00
2.413793103448275815e+03,2.068965517241379530e+03,-8.038200886968427383e+00
2.413793103448275815e+03,2.241379310344827900e+03,-8.043275256835364928e+00
2.413793103448275815e+03,2.413793103448275815e+03,-8.087854697091511724e+00
2.413793103448275815e+03,2.586206896551724185e+03,-8.055587047515615495e+00
2.413793103448275815e+03,2.758620689655172555e+03,-8.088054236174222922e+00
2.413793103448275815e+03,2.931034482758620925e+03,-8.047850335796050913e+00
2.413793103448275815e+03,3.103448275862069295e+03,-7.977898687276970158e+00
2.413793103448275815e+03,3.275862068965517210e+03,-7.844991615341261770e+00
2.413793103448275815e+03,3.448275862068965580e+03,-7.696308796497208782e+00
2.413793103448275815e+03,3.620689655172413950e+03,-7.497204655941908769e+00
2.413793103448275815e+03,3.793103448275862320e+03,-7.217989400788203724e+00
2.413793103448275815e+03,3.965517241379310690e+03,-6.739444411054334338e+00
2.413793103448275815e+03,4.137931034482759060e+03,-6.180328938620450963e+00
2.413793103448275815e+03,4.310344827586207430e+03,-5.370580706669790594e+00
2.413793103448275815e+03,4.482758620689655800e+03,-4.431953414937728652e+00
2.413793103448275815e+03,4.655172413793103260e+03,-3.247460915582547347e+00
2.413793103448275815e+03,4.827586206896551630e+03,-1.812695009491132936e+00
2.413793103448275815e+03,5.000000000000000000e+03,-4.087177674006625683e-01
2.586206896551724185e+03,0.000000000000000000e+00,-4.021390906807247867e-01
2.586206896551724185e+03,1.724137931034482847e+02,-1.794319581843452527e+00
2.586206896551724185e+03,3.448275862068965694e+02,-3.278931072695473681e+00
2.586206896551724185e+03,5.172413793103448825e+02,-4.432862700159173386e+00
2.586206896551724185e+03,6.896551724137931387e+02,-5.352459961949562306e+00
2.586206896551724185e+03,8.620689655172413950e+02,-6.151061542688162298e+00
2.586206896551724185e+03,1.034482758620689765e+03,-6.796804607905593265e+00
2.586206896551724185e+03,1.206896551724137908e+03,-7.168899591951044314e+00
2.586206896551724185e+03,1.379310344827586277e+03,-7.526434158283599629e+00
2.586206896551724185e+03,1.551724137931034647e+03,-7.721122790661357094e+00
2.586206896551724185e+03,1.724137931034482790e+03,-7.877046889937744822e+00
2.586206896551724185e+03,1.896551724137931160e+03,-7.926744544205229559e+00
2.586206896551724185e+03,2.068965517241379530e+03,-8.065299599360352900e+00
2.586206896551724185e+03,2.241379310344827900e+03,-8.016344182335965129e+00
2.586206896551724185e+03,2.413793103448275815e+03,-8.057068567049059382e+00
2.586206896551724185e+03,2.586206896551724185e+03,-8.069040038427285566e+00
2.586206896551724185e+03,2.758620689655172555e+03,-8.054656334343112789e+00
2.586206896551724185e+03,2.931034482758620925e+03,-8.078742385392569503e+00
2.586206896551724185e+03,3.103448275862069295e+03,-7.983983921239770076e+00
2.586206896551724185e+03,3.275862068965517210e+03,-7.877827628762966938e+00
2.586206896551724185e+03,3.448275862068965580e+03,-7.715167630017493394e+00
2.586206896551724185e+03,3.620689655172413950e+03,-7.490083601930828117e+00
2.586206896551724185e+03,3.793103448275862320e+03,-7.195477628672668047e+00
2.586206896551724185e+03,3.965517241379310690e+03,-6.744013783484260394e+00
2.586206896551724185e+03,4.137931034482759060e+03,-6.117604654717557544e+00
2.586206896551724185e+03,4.310344827586207430e+03,-5.382762940010313635e+00
2.586206896551724185e+03,4.482758620689655800e+03,-4.382791145272745048e+00
2.586206896551724185e+03,4.655172413793103260e+03,-3.221563835797605524e+00
2.586206896551724185e+03,4.827586206896551630e+03,-1.810106491133159690e+00
2.586206896551724185e+03,5.000000000000000000e+03,-3.552487396999319813e-01
2.758620689655172555e+03,0.000000000000000000e+00,-3.034024975443163630e-01
2.758620689655172555e+03,1.724137931034482847e+02,-1.623746337524959671e+00
2.758620689655172555e+03,3.448275862068965694e+02,-3.237154091137002698e+00
2.758620689655172555e+03,5.172413793103448825e+02,-4.326040246832058678e+00
2.758620689655172555e+03,6.896551724137931387e+02,-5.309816544345834721e+00
2.758620689655172555e+03,8.620689655172413950e+02,-6.110286870078097010e+00
2.758620689655172555e+03,1.034482758620689765e+03,-6.691047132935624475e+00
2.758620689655172555e+03,1.206896551724137908e+03,-7.110976842033332801e+00
2.758620689655172555e+03,1.379310344827586277e+03,-7.508403114982071358e+00
2.758620689655172555e+03,1.551724137931034647e+03,-7.667660788798539073e+00
2.758620689655172555e+03,1.724137931034482790e+03,-7.833188940266574640e+00
2.758620689655172555e+03,1.896551724137931160e+03,-7.932803386722518724e+00
2.758620689655172555e+03,2.068965517241379530e+03,-8.035922303471158656e+00
2.758620689655172555e+03,2.241379310344827900e+03,-8.106259422983308482e+00
2.758620689655172555e+03,2.413793103448275815e+03,-8.077819613583008262e+00
2.758620689655172555e+03,2.586206896551724185e+03,-8.051117037628818807e+00
2.758620689655172555e+03,2.758620689655172555e+03,-8.056886354417796881e+00
2.758620689655172555e+03,2.931034482758620925e+03,-8.041028055675242925e+00
2.758620689655172555e+03,3.103448275862069295e+03,-7.986767745074247138e+00
2.758620689655172555e+03,3.275862068965517210e+03,-7.858033513578892126e+00
2.758620689655172555e+03,3.448275862068965580e+03,-7.742422567139646716e+00
2.758620689655172555e+03,3.620689655172413950e+03,-7.468586790898651628e+00
2.758620689655172555e+03,3.793103448275862320e+03,-7.123321338385369295e+00
2.758620689655172555e+03,3.965517241379310690e+03,-6.710727238156827035e+00
2.758620689655172555e+03,4.137931034482759060e+03,-6.089681495357592844e+00
2.758620689655172555e+03,4.310344827586207430e+03,-5.314964402949003741e+00
2.758620689655172555e+03,4.482758620689655800e+03,-4.363165414272160980e+00
2.758620689655172555e+03,4.655172413793103260e+03,-3.210409592770017362e+00
2.758620689655172555e+03,4.827586206896551630e+03,-1.573852460702288569e+00
2.758620689655172555e+03,5.000000000000000000e+03,-2.825457537013347231e-01
2.931034482758620925e+03,0.000000000000000000e+00,-9.124067660553633607e-02
2.931034482758620925e+03,1.724137931034482847e+02,-1.321382890906302787e+00
2.931034482758620925e+03,3.448275862068965694e+02,-2.898532694805468157e+00
2.931034482758620925e+03,5.172413793103448825e+02,-4.160485068864265834e+00
2.931034482758620925e+03,6.896551724137931387e+02,-5.096726198393174201e+00
2.931034482758620925e+03,8.620689655172413950e+02,-5.923142040904064487e+00
2.931034482758620925e+03,1.034482758620689765e+03,-6.578685863192954564e+00
2.931034482758620925e+03,1.206896551724137908e+03,-7.041555903216426771e+00
2.931034482758620925e+03,1.379310344827586277e+03,-7.368750391475342276e+00
2.931034482758620925e+03,1.551724137931034647e+03,-7.625943936562907588e+00
2.931034482758620925e+03,1.724137931034482790e+03,-7.879736807794540887e+00
2.931034482758620925e+03,1.896551724137931160e+03,-7.915788775981419612e+00
2.931034482758620925e+03,2.068965517241379530e+03,-8.014032961816665690e+00
2.931034482758620925e+03,2.241379310344827900e+03,-7.995698620710237847e+00
2.931034482758620925e+03,2.413793103448275815e+03,-8.047223586509391069e+00
2.931034482758620925e+03,2.586206896551724185e+03,-7.978854035601872674e+00
2.931034482758620925e+03,2.758620689655172555e+03,-8.045174154365049901e+00
2.931034482758620925e+03,2.931034482758620925e+03,-7.995204257693709238e+00
2.931034482758620925e+03,3.103448275862069295e+03,-7.875021772877524029e+00
2.931034482758620925e+03,3.275862068965517210e+03,-7.823700847385309132e+00
2.931034482758620925e+03,3.448275862068965580e+03,-7.646832380864092116e+00
2.931034482758620925e+03,3.620689655172413950e+03,-7.368308852462721603e+00
2.931034482758620925e+03,3.793103448275862320e+03,-7.038420602812867521e+00
2.931034482758620925e+03,3.965517241379310690e+03,-6.591243816128764976e+00
2.931034482758620925e+03,4.137931034482759060e+03,-5.911868061388571682e+00
2.931034482758620925e+03,4.310344827586207430e+03,-5.147851867497737821e+00
2.931034482758620925e+03,4.482758620689655800e+03,-4.165160461832016381e+00
2.931034482758620925e+03,4.655172413793103260e+03,-2.904509269464853993e+00
2.931034482758620925e+03,4.827586206896551630e+03,-1.397650908265313019e+00
2.931034482758620925e+03,5.000000000000000000e+03,-1.434900384618866542e-01
3.103448275862069295e+03,0.000000000000000000e+00,-1.695626890704536593e-01
3.103448275862069295e+03,1.724137931034482847e+02,-9.113625629138579765e-01
3.103448275862069295e+03,3.448275862068965694e+02,-2.697345927948854083e+00
3.103448275862069295e+03,5.172413793103448825e+02,-3.822546410319072940e+00
3.103448275862069295e+03,6.896551724137931387e+02,-4.855257164107628753e+00
3.103448275862069295e+03,8.620689655172413950e+02,-5.711748878397806095e+00
3.103448275862069295e+03,1.034482758620689765e+03,-6.428399730674764001e+00
3.103448275862069295e+03,1.206896551724137908e+03,-6.908638875440851201e+00
3.103448275862069295e+03,1.379310344827586277e+03,-7.238957915444917290e+00
3.103448275862069295e+03,1.551724137931034647e+03,-7.548696821486282182e+00
3.103448275862069295e+03,1.724137931034482790e+03,-7.690223543380207971e+00
3.103448275862069295e+03,1.896551724137931160e+03,-7.816441362518368408e+00
3.103448275862069295e+03,2.068965517241379530e+03,-7.906074273134833241e+00
3.103448275862069295e+03,2.241379310344827900e+03,-7.986783726699180797e+00
3.103448275862069295e+03,2.413793103448275815e+03,-7.983784019100961693e+00
3.103448275862069295e+03,2.586206896551724185e+03,-7.963595847334999256e+00
3.103448275862069295e+03,2.758620689655172555e+03,-7.952223412229615818e+00
3.103448275862069295e+03,2.931034482758620925e+03,-7.911357985314845465e+00
3.103448275862069295e+03,3.103448275862069295e+03,-7.858388744526421554e+00
3.103448275862069295e+03,3.275862068965517210e+03,-7.685428215350292191e+00
3.103448275862069295e+03,3.448275862068965580e+03,-7.522933157313662633e+00
3.103448275862069295e+03,3.620689655172413950e+03,-7.277540389334046900e+00
3.103448275862069295e+03,3.793103448275862320e+03,-6.864855079344968303e+00
3.103448275862069295e+03,3.965517241379310690e+03,-6.391899151329551998e+00
3.103448275862069295e+03,4.137931034482759060e+03,-5.764377627651595226e+00
3.103448275862069295e+03,4.310344827586207430e+03,-4.834119520660557612e+00
3.103448275862069295e+03,4.482758620689655800e+03,-3.880396432043359045e+00
3.103448275862069295e+03,4.655172413793103260e+03,-2.626574506592721292e+00
3.103448275862069295e+03,4.827586206896551630e+03,-9.248570742170257875e-01
3.103448275862069295e+03,5.000000000000000000e+03,-1.274178920834832252e-01
3.275862068965517210e+03,0.000000000000000000e+00,-6.853481159959270985e-02
3.275862068965517210e+03,1.724137931034482847e+02,-4.833874990169886310e-01
3.275862068965517210e+03,3.448275862068965694e+02,-2.258402911520747569e+00
3.275862068965517210e+03,5.172413793103448825e+02,-3.459204495987836747e+00
3.275862068965517210e+03,6.896551724137931387e+02,-4.507472057181893810e+00
3.275862068965517210e+03,8.620689655172413950e+02,-5.401838103025718318e+00
3.275862068965517210e+03,1.034482758620689765e+03,-6.094435670472350353e+00
3.275862068965517210e+03,1.206896551724137908e+03,-6.641787911568171054e+00
3.275862068965517210e+03,1.379310344827586277e+03,-7.051420452680027928e+00
3.275862068965517210e+03,1.551724137931034647e+03,-7.307977428013098020e+00
3.275862068965517210e+03,1.724137931034482790e+03,-7.553146897436625373e+00
3.275862068965517210e+03,1.896551724137931160e+03,-7.708565941660581622e+00
3.275862068965517210e+03,2.068965517241379530e+03,-7.816224201735226806e+00
3.275862068965517210e+03,2.241379310344827900e+03,-7.886332155763233764e+00
3.275862068965517210e+03,2.413793103448275815e+03,-7.847934111981179406e+00
3.275862068965517210e+03,2.586206896551724185e+03,-7.875187804118071178e+00
3.275862068965517210e+03,2.758620689655172555e+03,-7.882185075643429073e+00
3.275862068965517210e+03,2.931034482758620925e+03,-7.826833380087760972e+00
3.275862068965517210e+03,3.103448275862069295e+03,-7.740411534598112375e+00
3.275862068965517210e+03,3.275862068965517210e+03,-7.584103865761565366e+00
3.275862068965517210e+03,3.448275862068965580e+03,-7.344959701387450579e+00
3.275862068965517210e+03,3.620689655172413950e+03,-7.024160809862214805e+00
3.275862068965517210e+03,3.793103448275862320e+03,-6.554126903292539552e+00
3.275862068965517210e+03,3.965517241379310690e+03,-6.116876112697114287e+00
3.275862068965517210e+03,4.137931034482759060e+03,-5.412530847923074262e+00
3.275862068965517210e+03,4.310344827586207430e+03,-4.493176350231312455e+00
3.275862068965517210e+03,4.482758620689655800e+03,-3.445315601662666261e+00
3.275862068965517210e+03,4.655172413793103260e+03,-2.275467951494211327e+00
3.275862068965517210e+03,4.827586206896551630e+03,-5.131584701244493729e-01
3.275862068965517210e+03,5.000000000000000000e+03,-1.116849131026007858e-01
3.448275862068965580e+03,0.000000000000000000e+00,-1.089675590256404952e-01
3.448275862068965580e+03,1.724137931034482847e+02,-1.856946555342370575e-01
3.448275862068965580e+03,3.448275862068965694e+02,-1.681437503422386959e+00
3.448275862068965580e+03,5.172413793103448825e+02,-2.932649584276201260e+00
3.448275862068965580e+03,6.896551724137931387e+02,-4.020772376759652822e+00
3.448275862068965580e+03,8.620689655172413950e+02,-4.923385262203800572e+00
3.448275862068965580e+03,1.034482758620689765e+03,-5.739767047493473662e+00
3.448275862068965580e+03,1.206896551724137908e+03,-6.276085858954196794e+00
3.448275862068965580e+03,1.379310344827586277e+03,-6.801678462501864253e+00
3.448275862068965580e+03,1.551724137931034647e+03,-7.047825868864638466e+00
3.448275862068965580e+03,1.724137931034482790e+03,-7.319758971350405652e+00
3.448275862068965580e+03,1.896551724137931160e+03,-7.490858009895673852e+00
3.448275862068965580e+03,2.068965517241379530e+03,-7.631899535184482275e+00
3.448275862068965580e+03,2.241379310344827900e+03,-7.729856619535049767e+00
3.448275862068965580e+03,2.413793103448275815e+03,-7.714718133782639597e+00
3.448275862068965580e+03,2.586206896551724185e+03,-7.750240284233980148e+00
3.448275862068965580e+03,2.758620689655172555e+03,-7.748667070868162199e+00
3.448275862068965580e+03,2.931034482758620925e+03,-7.661571709071581360e+00
3.448275862068965580e+03,3.103448275862069295e+03,-7.528475363657914698e+00
3.448275862068965580e+03,3.275862068965517210e+03,-7.318927964241806805e+00
3.448275862068965580e+03,3.448275862068965580e+03,-7.120054647685744698e+00
3.448275862068965580e+03,3.620689655172413950e+03,-6.741276532055328730e+00
3.448275862068965580e+03,3.793103448275862320e+03,-6.290179090560505060e+00
3.448275862068965580e+03,3.965517241379310690e+03,-5.669859132550912229e+00
3.448275862068965580e+03,4.137931034482759060e+03,-4.967167092994481337e+00
3.448275862068965580e+03,4.310344827586207430e+03,-3.969779448830469182e+00
3.448275862068965580e+03,4.482758620689655800e+03,-2.985142873892644211e+00
3.448275862068965580e+03,4.655172413793103260e+03,-1.680899077823924115e+00
3.448275862068965580e+03,4.827586206896551630e+03,-1.431155257937730407e-01
3.448275862068965580e+03,5.000000000000000000e+03,-1.100448181666631997e-01
3.620689655172413950e+03,0.000000000000000000e+00,-8.201749877216316098e-02
3.620689655172413950e+03,1.724137931034482847e+02,-1.077540818337186374e-01
3.620689655172413950e+03,3.448275862068965694e+02,-8.758881113058251122e-01
3.620689655172413950e+03,5.172413793103448825e+02,-2.315156215397273787e+00
3.620689655172413950e+03,6.896551724137931387e+02,-3.420786376923211414e+00
3.620689655172413950e+03,8.620689655172413950e+02,-4.461636358055502072e+00
3.620689655172413950e+03,1.034482758620689765e+03,-5.251284810981882600e+00
3.620689655172413950e+03,1.206896551724137908e+03,-5.881701038283688732e+00
3.620689655172413950e+03,1.379310344827586277e+03,-6.340022883128860975e+00
3.620689655172413950e+03,1.551724137931034647e+03,-6.746112202813438152e+00
3.620689655172413950e+03,1.724137931034482790e+03,-7.014175661186370370e+00
3.620689655172413950e+03,1.896551724137931160e+03,-7.194979181274943514e+00
3.620689655172413950e+03,2.068965517241379530e+03,-7.452163225518964929e+00
3.620689655172413950e+03,2.241379310344827900e+03,-7.459520534493232269e+00
3.620689655172413950e+03,2.413793103448275815e+03,-7.507762336018910077e+00
3.620689655172413950e+03,2.586206896551724185e+03,-7.478363111499925608e+00
3.620689655172413950e+03,2.758620689655172555e+03,-7.502588929390157091e+00
3.620689655172413950e+03,2.931034482758620925e+03,-7.389494215538021216e+00
3.620689655172413950e+03,3.103448275862069295e+03,-7.299015211288532257e+00
3.620689655172413950e+03,3.275862068965517210e+03,-7.054363851363333104e+00
3.620689655172413950e+03,3.448275862068965580e+03,-6.754707740542098549e+00
3.620689655172413950e+03,3.620689655172413950e+03,-6.347570501762681339e+00
3.620689655172413950e+03,3.793103448275862320e+03,-5.853966692884633005e+00
3.620689655172413950e+03,3.965517241379310690e+03,-5.237011512971090355e+00
3.620689655172413950e+03,4.137931034482759060e+03,-4.450119623095449839e+00
3.620689655172413950e+03,4.310344827586207430e+03,-3.404624320466851373e+00
3.620689655172413950e+03,4.482758620689655800e+03,-2.330433773124239494e+00
3.620689655172413950e+03,4.655172413793103260e+03,-7.786421418227785773e-01
3.620689655172413950e+03,4.827586206896551630e+03,-9.676874439734754751e-02
3.620689655172413950e+03,5.000000000000000000e+03,-9.420032686285476076e-02
3.793103448275862320e+03,0.000000000000000000e+00,-7.796532148724191758e-02
3.793103448275862320e+03,1.724137931034482847e+02,-8.127948699019343914e-02
3.793103448275862320e+03,3.448275862068965694e+02,-3.562736626462871814e-01
3.793103448275862320e+03,5.172413793103448825e+02,-1.595224665465849512e+00
3.793103448275862320e+03,6.896551724137931387e+02,-2.691378919621978394e+00
3.793103448275862320e+03,8.620689655172413950e+02,-3.776829790755527494e+00
3.793103448275862320e+03,1.034482758620689765e+03,-4.613960690217887795e+00
3.793103448275862320e+03,1.206896551724137908e+03,-5.289443116236349773e+00
3.793103448275862320e+03,1.379310344827586277e+03,-5.891809005748954498e+00
3.793103448275862320e+03,1.551724137931034647e+03,-6.352326130668829229e+00
3.793103448275862320e+03,1.724137931034482790e+03,-6.617513590269455293e+00
3.793103448275862320e+03,1.896551724137931160e+03,-6.839968704547387368e+00
3.793103448275862320e+03,2.068965517241379530e+03,-7.069482215529905744e+00
3.793103448275862320e+03,2.241379310344827900e+03,-7.178829284597386895e+00
3.793103448275862320e+03,2.413793103448275815e+03,-7.167675610273264830e+00
3.793103448275862320e+03,2.586206896551724185e+03,-7.128740722393688500e+00
3.793103448275862320e+03,2.758620689655172555e+03,-7.091423613823534033e+00
3.793103448275862320e+03,2.931034482758620925e+03,-7.005160643635726103e+00
3.793103448275862320e+03,3.103448275862069295e+03,-6.886438937876302013e+00
3.793103448275862320e+03,3.275862068965517210e+03,-6.646337512442755724e+00
3.793103448275862320e+03,3.448275862068965580e+03,-6.296512779650623060e+00
3.793103448275862320e+03,3.620689655172413950e+03,-5.876878318990543804e+00
3.793103448275862320e+03,3.793103448275862320e+03,-5.343456275940972944e+00
3.793103448275862320e+03,3.965517241379310690e+03,-4.554450519144117138e+00
3.793103448275862320e+03,4.137931034482759060e+03,-3.783528558876250614e+00
3.793103448275862320e+03,4.310344827586207430e+03,-2.666571452826593358e+00
3.793103448275862320e+03,4.482758620689655800e+03,-1.632745027610311261e+00
3.793103448275862320e+03,4.655172413793103260e+03,-3.912154053177147595e-01
3.793103448275862320e+03,4.827586206896551630e+03,-9.639977072213976039e-02
3.793103448275862320e+03,5.000000000000000000e+03,-1.099510908743311921e-02
3.965517241379310690e+03,0.000000000000000000e+00,-5.014772308981607640e-02
3.965517241379310690e+03,1.724137931034482847e+02,-7.791559169382800132e-02
3.965517241379310690e+03,3.448275862068965694e+02,-1.227409273632855818e-01
3.965517241379310690e+03,5.172413793103448825e+02,-8.376968439690537505e-01
3.965517241379310690e+03,6.896551724137931387e+02,-1.869239211695727709e+00
3.965517241379310690e+03,8.620689655172413950e+02,-2.940394598104782986e+00
3.965517241379310690e+03,1.034482758620689765e+03,-3.780064196221706307e+00
3.965517241379310690e+03,1.206896551724137908e+03,-4.638964764639894156e+00
3.965517241379310690e+03,1.379310344827586277e+03,-5.257395106916517236e+00
3.965517241379310690e+03,1.551724137931034647e+03,-5.722565769516466005e+00
3.965517241379310690e+03,1.724137931034482790e+03,-6.078049780938869162e+00
3.965517241379310690e+03,1.896551724137931160e+03,-6.373903207095911405e+00
3.965517241379310690e+03,2.068965517241379530e+03,-6.591102260895150167e+00
3.965517241379310690e+03,2.241379310344827900e+03,-6.674178753229384142e+00
3.965517241379310690e+03,2.413793103448275815e+03,-6.732729829157880985e+00
3.965517241379310690e+03,2.586206896551724185e+03,-6.721741292982272853e+00
3.965517241379310690e+03,2.758620689655172555e+03,-6.737286423305588023e+00
3.965517241379310690e+03,2.931034482758620925e+03,-6.590025697583804742e+00
3.965517241379310690e+03,3.103448275862069295e+03,-6.352496067259758128e+00
3.965517241379310690e+03,3.275862068965517210e+03,-6.079716841120778703e+00
3.965517241379310690e+03,3.448275862068965580e+03,-5.727001136356749456e+00
3.965517241379310690e+03,3.620689655172413950e+03,-5.203190896288556466e+00
3.965517241379310690e+03,3.793103448275862320e+03,-4.619195079753394495e+00
3.965517241379310690e+03,3.965517241379310690e+03,-3.922377616799510580e+00
3.965517241379310690e+03,4.137931034482759060e+03,-2.897751251883583290e+00
3.965517241379310690e+03,4.310344827586207430e+03,-1.859812713036692378e+00
3.965517241379310690e+03,4.482758620689655800e+03,-8.773373164427125115e-01
3.965517241379310690e+03,4.655172413793103260e+03,-1.022605882643543712e-01
3.965517241379310690e+03,4.827586206896551630e+03,-4.020125239318406846e-02
3.965517241379310690e+03,5.000000000000000000e+03,-8.818626000122788133e-02
4.137931034482759060e+03,0.000000000000000000e+00,-4.124381950212015202e-02
4.137931034482759060e+03,1.724137931034482847e+02,2.824516457830383853e-03
4.137931034482759060e+03,3.448275862068965694e+02,-8.672546294104367670e-02
4.137931034482759060e+03,5.172413793103448825e+02,-1.085121916220443961e-01
4.137931034482759060e+03,6.896551724137931387e+02,-5.856147583501926102e-01
4.137931034482759060e+03,8.620689655172413950e+02,-1.815691034482668664e+00
4.137931034482759060e+03,1.034482758620689765e+03,-2.888058705367090973e+00
4.137931034482759060e+03,1.206896551724137908e+03,-3.811880620714680479e+00
4.137931034482759060e+03,1.379310344827586277e+03,-4.398832394575914684e+00
4.137931034482759060e+03,1.551724137931034647e+03,-4.878260659254870291e+00
4.137931034482759060e+03,1.724137931034482790e+03,-5.373327319711336258e+00
4.137931034482759060e+03,1.896551724137931160e+03,-5.722088214602405465e+00
4.137931034482759060e+03,2.068965517241379530e+03,-5.896699371982699667e+00
4.137931034482759060e+03,2.241379310344827900e+03,-6.101487776046144340e+00
4.137931034482759060e+03,2.413793103448275815e+03,-6.164106199432259459e+00
4.137931034482759060e+03,2.586206896551724185e+03,-6.161761262800577121e+00
4.137931034482759060e+03,2.758620689655172555e+03,-6.102061333046452596e+00
4.137931034482759060e+03,2.931034482758620925e+03,-5.902239144081193878e+00
4.137931034482759060e+03,3.103448275862069295e+03,-5.710639519315845014e+00
4.137931034482759060e+03,3.275862068965517210e+03,-5.327364379430705732e+00
4.137931034482759060e+03,3.448275862068965580e+03,-4.956100109464901315e+00
4.137931034482759060e+03,3.620689655172413950e+03,-4.409154161330946842e+00
4.137931034482759060e+03,3.793103448275862320e+03,-3.739569527261888293e+00
4.137931034482759060e+03,3.965517241379310690e+03,-2.917140648431647776e+00
4.137931034482759060e+03,4.137931034482759060e+03,-1.885811357345122952e+00
4.137931034482759060e+03,4.310344827586207430e+03,-5.762341554833491086e-01
4.137931034482759060e+03,4.482758620689655800e+03,-1.025548261267653777e-01
4.137931034482759060e+03,4.655172413793103260e+03,-5.021188173191102472e-02
4.137931034482759060e+03,4.827586206896551630e+03,-7.506944691756722854e-02
4.137931034482759060e+03,5.000000000000000000e+03,-5.974200574361811927e-02
4.310344827586207430e+03,0.000000000000000000e+00,-5.828790079211705610e-02
4.310344827586207430e+03,1.724137931034482847e+02,-2.963208545818876369e-02
